City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,gunjur,13.2019,-16.7339,29.04,58,99,1.54,GM,1699786828
283,kingston,17.997,-76.7936,28.53,74,20,4.12,JM,1699786184
284,batyrevo,55.0675,47.6111,5.18,80,100,6.87,RU,1699786831
285,nabire,-3.3667,135.4833,29.44,71,24,5.19,ID,1699786833
286,axim,4.8699,-2.2405,29.25,70,74,2.54,GH,1699786835
287,matthew town,20.95,-73.6667,27.24,82,13,9.16,BS,1699786837
288,kodiak,57.79,-152.4072,1.08,68,0,4.99,US,1699786839
289,moree,-29.4667,149.85,28.57,40,38,1.51,AU,1699786837
290,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,100,0.89,RU,1699786841
291,illizi,26.4833,8.4667,24.89,22,1,1.78,DZ,1699786842
292,tampakan,6.4442,124.9264,24.86,88,100,1.3,PH,1699786843
293,kapsan-up,41.0903,128.2933,-6.85,59,2,2.02,KP,1699786844
294,tindouf,27.6711,-8.1474,24.25,25,0,2.06,DZ,1699786845
295,jitra,6.2681,100.4217,30.94,70,20,3.09,MY,1699786847
296,yung shue wan,22.2333,114.1167,24.86,69,53,0.45,HK,1699786850
297,horsham,51.064,-0.3272,9.69,88,75,2.06,GB,1699786850
298,xiahu,26.6106,119.9483,17.74,81,100,2.23,CN,1699786852
299,bubaque,11.2833,-15.8333,28.0,60,100,2.43,GW,1699786853
300,peace river,56.2501,-117.286,3.17,93,100,6.69,CA,1699786854
301,nemuro,43.3236,145.575,4.62,62,27,4.81,JP,1699786855
302,aasiaat,68.7098,-52.8699,-10.24,76,100,4.09,GL,1699786856
303,makokou,0.5738,12.8642,28.76,63,86,0.28,GA,1699786857
304,altamirano,16.8833,-92.15,13.67,99,100,0.62,MX,1699786858
305,anjiang,27.3194,110.1031,6.41,93,100,2.53,CN,1699786859
306,tonekabon,36.8163,50.8738,19.97,75,0,5.12,IR,1699786860
307,lugovoye,42.9094,72.7178,5.93,79,100,0.53,KZ,1699786861
308,jinja,0.439,33.2032,26.79,59,68,1.23,UG,1699786862
309,kharp,66.8014,65.8081,-5.57,96,100,3.29,RU,1699786863
310,saint joseph,39.7686,-94.8466,4.2,74,0,3.68,US,1699786865
311,bandarbeyla,9.4942,50.8122,29.05,70,83,7.39,SO,1699786866
312,leava,-14.3,-178.1667,27.79,81,87,5.71,WF,1699786868
313,chulucanas,-5.0925,-80.1625,20.19,79,4,2.74,PE,1699786869
314,al jawf,29.5,38.75,28.46,21,100,4.06,SA,1699786870
315,tual,-5.6667,132.75,28.08,78,5,4.81,ID,1699786871
316,lorengau,-2.0226,147.2712,26.83,78,79,1.06,PG,1699786872
317,dalandzadgad,43.5708,104.425,-1.13,21,100,1.05,MN,1699786873
318,luanda,-8.8368,13.2343,28.0,78,75,4.12,AO,1699786874
319,hassi messaoud,31.6804,6.0729,22.92,31,0,1.54,DZ,1699786875
320,kanal,46.0886,13.6397,12.41,77,95,0.89,SI,1699786877
321,lerwick,60.1545,-1.1494,8.29,73,100,4.02,GB,1699786878
322,mandiana,10.6333,-8.6833,33.95,28,80,0.56,GN,1699786879
323,garden city,42.3256,-83.331,2.75,86,20,1.54,US,1699786631
324,bude,50.8243,-4.5413,12.78,92,96,7.28,GB,1699786881
325,greymouth,-42.4667,171.2,11.13,85,100,1.51,NZ,1699786882
326,la ronge,55.1001,-105.2842,0.14,86,100,1.54,CA,1699786883
327,mitu,1.1983,-70.1733,22.36,98,85,0.86,CO,1699786885
328,kogalym,62.2654,74.4791,0.09,99,100,4.56,RU,1699786886
329,beyneu,45.3167,55.2,11.07,40,63,4.88,KZ,1699786887
330,kabansk,52.0486,106.6528,-8.22,80,1,2.55,RU,1699786888
331,vernon,50.2581,-119.2691,7.34,49,40,1.03,CA,1699786871
332,luena,-11.7833,19.9167,24.1,64,75,3.09,AO,1699786891
333,ta`u,-14.2336,-169.5144,27.38,82,29,5.54,AS,1699786892
334,iwanai,42.9744,140.5089,0.96,81,99,4.7,JP,1699786893
335,san francisco pujiltic,16.2778,-92.4493,20.33,95,89,0.77,MX,1699786894
336,magadan,59.5667,150.8,-12.48,69,100,3.62,RU,1699786895
337,san luis,-33.295,-66.3356,10.16,35,23,12.77,AR,1699786897
338,grand forks,47.9417,-97.4337,-0.72,86,100,5.66,US,1699786899
339,wellington,-41.2866,174.7756,14.48,86,20,10.8,NZ,1699786600
340,kampung sungai ara,5.327,100.2735,30.96,70,20,2.57,MY,1699786901
341,zaragoza,41.6561,-0.8773,21.93,59,0,2.57,ES,1699786901
342,lehre,52.3333,10.6667,9.47,85,0,4.12,DE,1699786903
343,butembo,0.15,29.2833,19.34,91,75,1.15,CD,1699786903
344,rio grande,-32.035,-52.0986,21.06,88,57,1.47,BR,1699786905
345,racine,42.7495,-88.0751,6.89,73,100,2.06,US,1699786905
346,martuk,50.7475,56.5056,7.06,61,24,1.35,KZ,1699786906
347,saint-philippe,-21.3585,55.7679,25.77,79,81,5.26,RE,1699786907
348,hasaki,35.7333,140.8333,11.27,85,100,4.44,JP,1699786909
349,san lawrenz,36.0553,14.204,23.81,60,70,9.16,MT,1699786910
350,margate,51.3813,1.3862,9.94,82,100,2.24,GB,1699786911
351,bantay,17.5847,120.3892,27.47,81,71,2.66,PH,1699786912
352,peterhead,57.5058,-1.7981,1.22,74,78,4.17,GB,1699786913
353,hengchun,22.0042,120.7439,24.79,74,42,14.25,TW,1699786914
354,kismayo,-0.3582,42.5454,29.4,66,26,5.27,SO,1699786916
355,kandahar,31.0,65.75,20.87,19,0,3.42,AF,1699786917
356,kyren,51.6828,102.1408,-6.7,70,44,1.34,RU,1699786919
357,san julian,21.0167,-102.1667,12.83,95,89,2.54,MX,1699786921
358,naracoorte,-36.9579,140.7383,9.38,87,2,3.35,AU,1699786922
359,nybro,56.7446,15.9071,7.8,90,81,2.7,SE,1699786923
360,hovd,48.0056,91.6419,-5.51,94,55,0.49,MN,1699786925
361,katsuura,35.1333,140.3,11.01,82,94,2.77,JP,1699786926
362,natal,-5.795,-35.2094,28.36,78,40,4.12,BR,1699786755
363,ataq,14.5377,46.8319,28.51,31,17,1.9,YE,1699786928
364,susuman,62.7833,148.1667,-33.64,94,42,0.29,RU,1699786929
365,shpola,49.0069,31.3947,8.12,82,100,7.77,UA,1699786930
366,colonia,50.9333,6.95,9.51,81,0,3.09,DE,1699786856
367,sola,-13.8833,167.55,25.96,79,100,12.6,VU,1699786882
368,port lincoln,-34.7333,135.8667,13.35,77,28,8.08,AU,1699786933
369,uliastay,47.7417,96.8444,-12.0,69,68,3.03,MN,1699786934
370,bamboo flat,11.7,92.7167,27.05,78,75,1.03,IN,1699786935
371,borogontsy,62.6683,131.1683,-26.79,100,88,0.66,RU,1699786936
372,guerrero negro,27.9769,-114.0611,15.7,46,0,1.18,MX,1699786697
373,tralee,52.2704,-9.7026,12.14,82,20,6.69,IE,1699786938
374,klyuchi,52.2667,79.1667,6.25,83,100,4.69,RU,1699786939
375,dolinsk,47.35,142.8,-2.93,83,43,3.88,RU,1699786940
376,callao,-12.0667,-77.15,20.4,88,100,3.6,PE,1699786865
377,columbia falls,48.3725,-114.1815,6.12,85,20,3.6,US,1699786942
378,am timan,11.0297,20.2827,35.44,33,38,1.98,TD,1699786943
379,shingu,33.7333,135.9833,12.08,79,63,3.36,JP,1699786944
380,hendrina,-26.1588,29.7153,31.3,19,71,4.45,ZA,1699786945
381,polyarnyy,69.1989,33.4478,-7.38,97,80,3.38,RU,1699786946
382,oyama,36.3,139.8,12.55,72,100,1.46,JP,1699786895
383,rio rancho,35.2334,-106.6645,5.45,71,0,1.34,US,1699786532
384,tefe,-3.3542,-64.7114,26.08,79,45,0.11,BR,1699786949
385,shenjiamen,29.9576,122.298,13.51,65,99,10.26,CN,1699786950
386,walvis bay,-22.9575,14.5053,22.77,51,30,5.95,NA,1699786951
387,aras-asan,8.8908,126.3033,27.26,79,96,2.76,PH,1699786953
388,pagar alam,-4.0167,103.2667,22.23,95,98,0.78,ID,1699786954
389,kirensk,57.7853,108.1119,-10.58,91,60,1.34,RU,1699786955
390,san andres,12.5847,-81.7006,29.01,89,40,5.14,CO,1699786681
391,bull savanna,17.8868,-77.5902,24.2,83,33,2.59,JM,1699786957
392,gadzhiyevo,69.2551,33.3362,-7.65,98,77,3.28,RU,1699786958
393,whitby,54.4877,-0.615,9.44,84,36,3.31,GB,1699786959
394,nantucket,41.2835,-70.0995,5.08,71,37,5.03,US,1699786960
395,bayanaul,50.7889,75.6956,3.69,87,96,5.69,KZ,1699786961
396,mburucuya,-28.0454,-58.2245,29.52,57,45,6.03,AR,1699786962
397,hats'avan,39.4641,45.9705,14.91,35,39,3.34,AM,1699786963
398,pueblo,38.2545,-104.6091,8.42,34,9,3.14,US,1699786963
399,gereida,11.2811,25.1414,35.83,23,35,2.87,SD,1699786965
400,la passe,45.5549,-0.8967,16.13,86,100,7.12,FR,1699786966
401,inhambane,-23.865,35.3833,28.99,65,20,8.23,MZ,1699786967
402,sabang,5.8933,95.3214,28.07,74,100,3.63,ID,1699786968
403,afaahiti,-17.75,-149.2833,24.93,85,52,3.43,PF,1699786969
404,conceicao da barra,-18.5933,-39.7322,28.56,54,0,4.63,BR,1699786970
405,bargaal,11.2864,51.0773,29.43,70,43,7.14,SO,1699786971
406,bonthe,7.5264,-12.505,29.95,68,43,1.27,SL,1699786972
407,skovorodino,53.9833,123.9167,-8.49,66,100,1.23,RU,1699786972
408,sabana yegua,18.7167,-71.0167,20.65,85,17,1.44,DO,1699786974
409,svay rieng,11.0879,105.7993,28.08,78,27,2.65,KH,1699786974
410,hafar al-batin,28.4328,45.9708,30.32,35,0,5.14,SA,1699786975
411,taoudenni,22.6783,-3.9836,33.01,12,0,6.96,ML,1699786976
412,edson,53.5835,-116.4356,-1.92,59,100,1.54,CA,1699786977
413,thurles,52.6819,-7.8022,11.46,97,73,3.45,IE,1699786978
414,st. john's,47.5649,-52.7093,1.65,94,75,7.72,CA,1699786979
415,vila velha,-20.3297,-40.2925,27.19,81,0,6.17,BR,1699786898
416,stephenville,32.2207,-98.2023,9.96,93,0,0.0,US,1699786837
417,al ghayzah,16.2079,52.176,30.23,53,35,4.79,YE,1699786982
418,remire-montjoly,4.9167,-52.2667,27.64,77,40,4.26,GF,1699786983
419,tidjikja,18.5564,-11.4271,30.46,11,49,4.54,MR,1699786984
420,petauke,-14.2426,31.3253,31.92,31,69,1.11,ZM,1699786985
421,bhuj,23.2667,69.6667,30.49,15,59,5.12,IN,1699786950
422,arrifes,37.7667,-25.7,19.14,100,40,7.72,PT,1699786987
423,guacamayas,18.0167,-102.2167,24.32,87,9,1.94,MX,1699786988
424,beaufort west,-32.3567,22.583,22.84,23,1,4.34,ZA,1699786989
425,qusmuryn,52.4503,64.6311,7.07,78,100,5.02,KZ,1699786990
426,jayapura,-2.5333,140.7,27.66,91,100,2.69,ID,1699786991
427,kangding,30.0513,101.9603,5.51,93,100,1.9,CN,1699786992
428,mil'kovo,55.6078,37.7956,4.11,89,100,7.5,RU,1699786993
429,las heras,-46.5419,-68.9359,6.2,48,97,7.03,AR,1699786910
430,'alaqahdari dishu,30.4374,63.313,25.81,18,10,4.08,AF,1699786995
431,sparti,37.0733,22.4297,21.67,46,61,2.27,GR,1699786996
432,masindi,1.6744,31.715,28.73,46,93,2.38,UG,1699786997
433,zacharo,37.4833,21.65,19.49,62,51,2.02,GR,1699786998
434,bhadasar,28.2833,74.3167,26.49,26,2,2.43,IN,1699786999
435,campo mourao,-24.0456,-52.3831,27.49,43,71,3.09,BR,1699787000
436,naze,28.3667,129.4833,17.51,67,97,8.34,JP,1699787001
437,acarau,-2.8856,-40.12,28.7,60,36,7.49,BR,1699787002
438,camiri,-20.05,-63.5167,23.88,64,81,0.0,BO,1699787003
439,port douglas,-16.4833,145.4667,24.19,75,25,5.9,AU,1699787004
440,ebon,4.582,168.6964,27.52,81,100,3.47,MH,1699787005
441,yukhnov,54.7444,35.2297,6.32,90,100,6.65,RU,1699787006
442,skegness,53.1436,0.3363,6.86,78,100,3.82,GB,1699787007
443,andergrove,-21.0833,149.1833,20.91,71,2,5.3,AU,1699787008
444,berlin,52.5244,13.4105,8.53,88,100,2.06,DE,1699786669
445,yashkul',46.1711,45.3435,17.3,57,93,9.63,RU,1699787012
446,buala,-8.145,159.5921,26.7,87,100,2.79,SB,1699787013
447,sanctuary point,-35.1114,150.629,19.86,77,90,5.79,AU,1699787014
448,dapitan,8.6464,123.4208,27.78,78,64,3.87,PH,1699787015
449,sake,-1.5736,29.045,21.51,86,95,1.19,CD,1699787016
450,corning,42.1428,-77.0547,1.02,86,100,0.0,US,1699787017
451,yantai,37.5333,121.4,4.25,64,100,10.11,CN,1699787018
452,zalingei,12.9096,23.4741,33.32,22,6,2.24,SD,1699787019
453,akkol',48.7833,53.2,8.72,46,56,4.34,KZ,1699787020
454,manghit,42.1156,60.0597,13.99,32,6,0.73,UZ,1699787021
455,paoua,7.2427,16.4406,29.58,56,72,1.08,CF,1699787022
456,baranivka,50.2969,27.6622,6.57,88,100,7.76,UA,1699787022
457,khost,33.3395,69.9204,20.02,28,1,2.32,AF,1699787024
458,telavi,41.9198,45.4731,20.09,31,16,1.0,GE,1699787026
459,broome,42.2506,-75.833,1.21,74,100,3.09,US,1699787027
460,imbituba,-28.24,-48.6703,24.36,61,61,0.95,BR,1699786840
461,castillos,-34.1667,-53.8333,17.01,77,60,0.7,UY,1699787029
462,keflavik,64.0049,-22.5624,5.24,75,100,9.26,IS,1699787029
463,moroni,-11.7022,43.2551,28.18,76,34,1.99,KM,1699786930
464,acatlan de osorio,18.2,-98.05,18.44,79,10,2.1,MX,1699787032
465,fortuna,40.5982,-124.1573,7.97,93,0,0.0,US,1699787033
466,severnoye,56.3491,78.3619,1.1,98,99,4.47,RU,1699787034
467,falmouth,50.1544,-5.0711,13.5,100,100,4.12,GB,1699787035
468,new plymouth,-39.0667,174.0833,11.84,71,9,5.49,NZ,1699787036
469,kavarna,43.4333,28.3333,14.68,40,10,9.74,BG,1699787036
470,mont-laurier,46.5501,-75.4993,-5.21,79,7,0.09,CA,1699786746
471,edwards,39.645,-106.5942,4.38,48,2,1.19,US,1699786839
472,guayaramerin,-10.8368,-65.3614,27.59,67,48,1.96,BO,1699787040
473,ubari,26.5921,12.7805,26.47,20,0,3.68,LY,1699787041
474,fayroz koh,34.5195,65.2509,12.38,18,5,2.13,AF,1699787042
475,arkhangel'sk,64.5401,40.5433,-3.26,93,44,1.64,RU,1699787043
476,belokurikha,51.9959,84.9896,2.85,96,100,1.11,RU,1699787045
477,sagna,46.9833,27.0167,7.13,64,100,4.0,RO,1699787046
478,lammi,61.0833,25.0167,0.36,96,100,4.94,FI,1699787048
479,ola,59.5833,151.2833,-12.14,70,100,4.62,RU,1699787049
480,hargeysa,9.56,44.065,24.45,62,70,7.39,SO,1699787050
481,nhamunda,-2.1861,-56.7131,29.17,62,98,3.08,BR,1699787051
482,flying fish cove,-10.4217,105.6791,26.82,78,75,4.63,CX,1699787052
483,kwaksan,39.6875,125.0828,-0.87,52,5,4.37,KP,1699787053
484,el calafate,-50.3408,-72.2768,2.65,61,2,4.38,AR,1699787055
485,petrozavodsk,61.7849,34.3469,0.7,100,100,4.0,RU,1699786923
486,pingshan,22.9938,114.7131,19.79,74,64,3.82,CN,1699787057
487,yuzhno-kurilsk,44.0306,145.8556,2.43,80,37,2.83,RU,1699787058
488,juan griego,11.0817,-63.9655,27.1,81,100,5.17,VE,1699787059
489,andalgala,-27.5819,-66.3165,26.44,36,0,1.09,AR,1699787061
490,el sauzal de rodriguez,31.9,-116.6833,16.86,31,0,3.96,MX,1699787064
491,la gi,10.6667,107.7833,26.74,85,82,5.82,VN,1699787065
492,jiayuguan,39.8167,98.3,1.55,31,71,3.2,CN,1699787066
493,macapa,0.0389,-51.0664,25.99,83,20,2.06,BR,1699786821
494,nizhneangarsk,55.7833,109.55,-6.67,76,24,0.45,RU,1699787068
495,arno,60.1167,18.6333,4.88,96,100,3.39,SE,1699787069
496,dzhalagash,45.0833,64.6667,7.7,54,99,6.29,KZ,1699787069
497,verkhnevilyuysk,63.4453,120.3167,-12.86,93,41,3.36,RU,1699787071
498,ashburton,-37.8626,145.0794,14.77,70,16,1.34,AU,1699787072
499,arica,-18.475,-70.3042,19.13,77,100,1.54,CL,1699787073
500,galvan,18.5023,-71.3427,23.49,84,11,0.84,DO,1699787074
501,agadez,19.75,10.25,29.78,12,0,3.6,NE,1699787075
502,raucesti,47.25,26.4167,8.53,57,100,5.83,RO,1699787075
503,oyem,1.5995,11.5793,28.35,58,96,0.98,GA,1699787076
504,ha'il,27.5219,41.6907,28.01,24,0,4.12,SA,1699787077
505,dodoma,-6.1722,35.7395,28.77,42,100,4.75,TZ,1699787078
506,stettler,52.3168,-112.7186,-1.14,74,21,5.66,CA,1699786841
507,rethel,49.5,4.3333,7.93,85,100,3.82,FR,1699787081
508,borovichi,58.3878,33.9155,3.34,94,100,1.79,RU,1699786818
509,mersing,2.4312,103.8405,27.95,83,20,1.03,MY,1699787083
510,touros,-5.1989,-35.4608,28.74,60,4,6.44,BR,1699787084
511,sergeyevka,53.88,67.4158,5.17,86,99,2.92,KZ,1699787084
512,kaele,10.1092,14.4508,35.39,23,44,1.77,CM,1699787085
513,mar del plata,-38.0023,-57.5575,16.72,51,0,6.69,AR,1699787086
514,howrah,22.5892,88.3103,29.0,58,20,2.57,IN,1699787088
515,cinisi,38.1562,13.1073,22.14,70,40,6.69,IT,1699787089
516,san luis de la loma,17.2706,-100.8939,24.94,82,1,1.94,MX,1699787090
517,muisne,0.6,-80.0333,24.8,87,100,4.56,EC,1699787091
518,udachny,66.4167,112.4,-19.07,99,95,1.3,RU,1699787092
519,whakatane,-37.9585,176.9854,13.62,96,1,2.33,NZ,1699787092
520,tharangambadi,11.0319,79.8528,27.73,72,100,6.38,IN,1699787093
521,zigong,29.3416,104.7769,11.6,83,100,3.23,CN,1699787094
522,happy valley-goose bay,53.3168,-60.3315,-5.83,68,20,4.12,CA,1699786818
523,khanty-mansiysk,61.0042,69.0019,0.06,100,75,3.13,RU,1699786885
524,kiunga,-6.1219,141.2906,26.4,63,41,0.78,PG,1699787097
525,kupino,54.3663,77.2981,2.73,94,100,2.73,RU,1699787098
526,cruzeiro do sul,-29.5128,-51.9853,22.82,93,69,2.66,BR,1699787098
527,isangel,-19.55,169.2667,22.5,75,59,8.34,VU,1699787099
528,villanueva,15.3167,-88.0,24.46,100,40,0.0,HN,1699787100
529,antalaha,-14.9003,50.2788,27.95,67,82,6.49,MG,1699787101
530,meadow lakes,61.6247,-149.6011,-2.86,93,0,0.0,US,1699787102
531,kapuskasing,49.4169,-82.4331,-1.0,86,100,3.09,CA,1699786949
532,namtsy,62.7161,129.6658,-20.01,100,100,0.75,RU,1699787105
533,mizdah,31.4451,12.9801,21.76,34,0,1.55,LY,1699787106
534,shache,38.4167,77.2406,11.78,19,31,2.26,CN,1699787109
535,saldanha,-33.0117,17.9442,23.03,65,0,7.81,ZA,1699787110
536,piacabucu,-10.4056,-36.4344,28.15,61,34,5.59,BR,1699786976
537,kanniyakumari,8.0833,77.5667,28.99,71,100,4.49,IN,1699787112
538,playa vicente,17.8333,-95.8167,22.85,96,97,2.52,MX,1699786890
539,morondava,-20.2833,44.2833,29.1,57,0,6.55,MG,1699787114
540,lethem,3.3803,-59.7968,26.57,73,54,5.88,GY,1699787115
541,sant lluis,39.8526,4.2594,21.22,68,0,2.06,ES,1699787116
542,port antonio,18.18,-76.4612,28.95,83,19,1.89,JM,1699787117
543,bodaybo,57.8506,114.1933,-18.77,98,77,0.8,RU,1699787118
544,richards bay,-28.783,32.0377,20.59,89,79,6.43,ZA,1699787119
545,sumiswald,47.0275,7.7453,5.77,98,100,3.2,CH,1699787120
546,nizhnyaya poyma,56.1622,97.1933,-9.67,93,96,1.4,RU,1699787121
547,road town,18.4167,-64.6167,28.02,74,40,4.12,VG,1699787078
548,valparaiso,-33.0393,-71.6273,11.8,87,75,2.06,CL,1699787123
549,archangelos,36.2149,28.1149,23.99,68,53,5.05,GR,1699787124
550,kisangani,0.5167,25.2,21.94,98,100,1.78,CD,1699787125
551,nagqu,31.5,92.0,-5.41,29,30,3.42,CN,1699787121
552,jijel,36.8205,5.7667,22.97,60,40,4.63,DZ,1699787127
553,kodinsk,58.6881,99.1844,-9.76,97,100,1.48,RU,1699787128
554,obonoma,4.7084,6.7931,30.57,65,96,1.76,NG,1699787129
555,goondiwindi,-28.55,150.3167,28.29,38,10,0.34,AU,1699787130
556,rumoi,43.9344,141.6428,1.55,80,100,6.42,JP,1699787044
557,lensk,60.7253,114.9278,-8.19,82,98,4.17,RU,1699787132
558,betio village,1.358,172.9211,28.02,82,100,9.66,KI,1699787133
559,punta umbria,37.1821,-6.9661,20.13,61,89,2.77,ES,1699787134
560,monduli,-3.3,36.45,23.22,63,89,1.91,TZ,1699787136
561,penzance,50.1186,-5.5371,13.38,95,88,9.85,GB,1699787137
562,vanino,49.0869,140.2543,-10.04,66,4,4.5,RU,1699787138
563,lodja,-3.4833,23.4333,21.31,100,100,0.6,CD,1699787139
564,chela,34.069,104.4619,1.85,45,100,1.8,CN,1699787140
565,strelka,58.0728,93.0344,-8.89,96,73,1.51,RU,1699787141
566,taupo,-38.6833,176.0833,8.41,91,3,2.45,NZ,1699787142
567,coahuayana de hidalgo,18.7,-103.6583,24.21,88,58,1.66,MX,1699787143
568,berdigestyakh,62.0989,126.6992,-10.96,89,100,5.88,RU,1699787145
